X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100
-0.9385	0	0	0.0672	2.0803	1.577	1	1	-0.4567	2	1	2.0832	1	0	-0.0086	0	-2.933	1.3492	-2.5402	2.8494	-1.0877	5.9177	0.2441	1.8716	-1.378	0.9091	1	1	2	0	-2.1159	2.6316	2	1.9145	2	-1.6088	1.5639	-0.4673	1	-2.0616	2	2	0	1.8791	0	-0.526	2	0.993	0	0.2467	1	0	1	1	0.6518	2	2	-0.6096	-1.5177	-1.9267	2	0	0.4355	-1.5125	1	1	0	-4.8615	1	1	0	1	1	0	0	1.0156	0	-0.7439	1	0	3.534	-2.939	1.2288	-0.4996	-3.6084	1	-3.3465	9.527	2	1	2	-0.2006	0.8087	0	10.6057	1	0	0.4753	-0.6747	-3.4159
0.1889	1	1	-2.1188	2.1609	-0.7991	2	2	-1.2078	2	2	-2.8374	1	1	-0.143	1	1.4116	3.1132	-1.8918	-4.3298	-4.2654	-5.6232	0.446	0.2288	-4.1775	1.4995	2	1	1	0	-0.2995	0.1691	2	2.0855	2	0.6202	2.9867	-0.2986	2	0.6922	1	2	2	-1.392	1	0.3811	1	-1.2767	2	-0.4202	1	0	1	1	-3.7066	2	2	8.9023	0.9883	0.0616	0	0	3.0271	-2.9423	0	0	0	5.2515	2	2	2	1	2	0	2	0.0948	2	4.7441	2	1	6.0273	1.9892	-0.6577	-6.7729	-4.4103	2	4.2798	-13.1784	2	0	1	-2.9429	-1.5047	2	-6.8249	2	2	2.2122	-2.2887	-0.1811
-1.6158	1	2	1.85	-0.8122	-0.4003	0	2	-0.1202	1	1	1.2289	1	0	0.6738	0	-0.4554	-0.1957	3.0455	1.338	0.9522	2.9084	-1.8144	2.6686	2.0398	1.0309	2	2	2	1	-2.5598	-0.8306	0	4.4012	2	1.2177	-2.8867	3.1801	1	-4.6584	2	2	1	1.8324	2	-0.6329	2	-0.7622	2	0.1667	2	2	1	0	2.9813	1	0	-3.637	-1.8557	-2.0958	2	2	2.4698	-4.5282	0	2	0	-0.0431	0	1	1	2	1	0	1	-1.2051	0	2.7053	1	0	-2.111	2.0074	-1.925	1.4507	2.725	0	-0.3515	4.8716	2	0	2	-3.7845	2.8449	0	14.1238	2	2	0.7536	0.7847	-2.8391
-2.733	1	0	2.0349	-0.0146	-0.1776	1	2	1.6893	1	1	1.1892	0	0	-1.6447	1	-0.8195	0.5585	0.8458	0.4218	-0.4648	3.8212	0.0945	1.2369	-0.4791	0.4807	2	1	2	0	-2.1411	2.6161	2	-1.3768	1	0.8024	-1.194	1.3063	0	-2.1185	2	1	2	2.4707	2	-0.3916	2	-0.5312	0	-1.0393	0	2	1	0	3.0431	2	0	0.9737	1.8086	-1.1051	2	1	1.2794	-2.2626	1	1	0	-2.3145	1	1	0	2	1	1	1	0.8286	1	0.8317	1	2	1.8487	-1.7933	0.1082	3.1352	4.8728	1	1.0512	-1.4011	2	0	0	-0.3607	1.879	1	7.378	0	2	-1.8783	2.2249	-5.352
2.1126	1	1	2.5277	1.7048	0.9798	2	2	-0.3125	2	2	-0.6184	0	2	-1.0646	1	-3.5057	1.4227	0.163	-1.926	-3.9698	-1.1222	0.7092	-2.8707	-3.2212	2.533	2	0	1	1	-1.0791	0.6327	0	2.9035	2	-0.8154	2.4925	-1.819	1	-1.9228	2	2	0	0.4917	1	0.9849	1	-0.1916	0	-0.9312	1	0	2	0	-1.5404	0	2	4.8997	1.4991	-2.1486	1	2	-4.8392	-0.2692	2	1	0	2.32	0	2	1	0	2	0	0	-1.7533	0	-0.752	2	0	6.7329	0.5073	0.3527	-6.3999	-2.7368	1	-3.171	-3.1666	2	2	2	-0.2572	-5.5426	1	-6.119	2	0	-0.1397	-2.2167	0.1693
4.1312	1	1	-0.2559	-2.42	4.1693	0	0	-1.4564	2	1	-2.497	2	2	0.7677	2	-3.2109	1.94	-0.1895	-5.8273	-1.5461	-9.831	1.7593	-4.2187	-2.6008	-0.7205	1	0	1	1	2.5975	-0.7811	1	-3.4116	0	-0.7928	-2.7603	-2.9394	0	-2.0474	0	0	2	-1.5277	1	-2.1744	1	-4.0557	1	-2.034	2	1	2	2	-5.0232	0	2	8.4348	-3.2973	-9.363	0	2	-4.0251	-0.6525	0	1	1	4.3616	0	2	2	0	1	1	2	0.3607	0	1.147	2	0	2.6105	0.3695	3.1289	-6.5996	0.1939	1	-2.3229	-2.8471	2	1	2	-1.7922	-15.8502	1	-15.8864	2	2	-5.2714	0.2095	3.4073
0.6938	2	1	1.6209	2.4489	-1.2654	2	2	0.0359	1	1	0.7921	0	1	-1.0317	1	1.0319	-1.879	-0.5659	0.3433	2.4179	2.1859	-0.0113	-2.9279	2.5402	0.5928	0	1	1	2	0.8202	3.4338	0	0.9945	2	-0.7962	-2.7468	-5.0045	1	1.1509	1	2	2	2.0119	2	-0.1588	2	-0.9733	2	1.2617	0	0	1	2	5.5016	0	0	-0.2784	0.1608	0.246	2	0	-3.4629	1.0665	2	0	0	-1.4124	0	0	2	0	0	0	0	0.6597	0	3.5398	1	2	0.3084	-1.1362	-1.5841	-1.6466	3.3798	0	2.3954	-0.3789	2	2	1	-1.9292	3.5657	0	-4.9157	2	1	2.343	-0.7648	1.6277
1.0098	2	1	-2.2091	1.1761	-0.7083	0	2	-0.44	0	2	-1.2243	1	0	-2.5127	1	-0.8298	1.7744	-0.0915	-1.1306	-3.0838	0.6143	-1.9383	-0.9172	-2.3645	1.4444	1	0	1	2	0.6758	-0.9335	2	5.2303	2	-0.1092	4.6651	-1.5708	2	0.6135	1	2	2	-2.9321	2	-2.4369	2	-3.3367	0	0.6608	1	1	0	1	-1.8209	0	2	4.911	-1.7201	-4.3067	1	1	-0.4203	-0.6581	2	0	0	3.2076	1	2	1	0	1	2	1	1.3789	0	2.2289	1	1	5.8983	1.5738	1.0721	-0.7279	-0.9329	2	-0.3006	-3.701	2	1	2	-0.6679	-0.7208	1	4.5973	2	0	0.2006	2.5084	6.5563
0.1396	0	0	1.1582	-2.4415	1.8674	0	0	1.1011	2	0	-1.8948	0	1	-2.8287	0	-1.1426	-0.0612	-1.7066	-2.6704	0.1218	-2.0762	0.1105	-3.7879	-0.0963	-1.7507	2	1	0	2	0.3478	2.7851	0	0.0339	1	0.3025	2.1689	-3.3131	2	1.4974	1	0	2	0.7995	1	1.8215	1	-0.0535	2	0.3565	2	0	1	0	0.6953	0	0	2.1533	-1.4952	2.3344	0	0	-2.2997	1.6009	2	0	2	4.3321	2	2	1	0	0	2	2	-1.913	2	-3.1842	2	1	3.5055	2.5748	0.6483	-2.521	-1.6186	2	-1.3947	-1.9853	0	0	1	0.3137	-2.8097	2	-8.1193	2	0	-6.5351	-3.0862	1.3029
0.5758	1	1	-0.4212	-2.3249	0.0008	1	1	0.2719	1	0	3.4943	0	1	0.3919	0	2.3075	-4.6622	0.2348	4.4729	8.0948	4.4062	-0.0105	-0.9022	8.0795	-0.6606	2	0	0	2	1.7857	0.3657	1	0.5242	0	0.7184	-4.2142	-0.2923	0	-1.7892	0	1	0	-2.1368	0	1.1278	2	-2.1312	1	0.4602	0	0	2	0	5.2705	0	0	-10.1343	-1.4652	-1.5506	2	2	-2.3549	-2.7702	0	1	0	-5.1066	1	1	2	0	0	2	0	-0.7499	2	0.9771	1	0	-9.018	-1.3166	1.0634	6.7304	1.145	0	-0.3687	13.1911	1	0	2	-3.7513	7.6441	0	2.8039	1	2	-3.4974	2.8585	-3.9505
2.0775	1	1	1.3343	0.2173	0.7498	2	1	1.2805	1	1	-0.7144	1	2	0.8717	0	-0.0496	-0.3737	-1.7188	-0.7804	0.6734	0.4777	2.5047	-2.3495	1.048	-0.399	2	0	0	0	2.9506	1.9144	0	-1.8868	0	-1.5774	2.4634	-3.0709	1	0.5413	0	1	0	0.4685	0	-0.3989	0	1.2631	1	2.0369	1	0	2	0	-0.059	0	1	1.0718	0.5856	2.0036	0	0	-2.7264	1.8001	0	1	1	-0.1348	2	2	1	0	2	1	2	-0.645	2	-1.1689	2	1	1.752	-0.6618	-3.3491	-5.2846	-5.3819	1	1.3189	-0.0592	2	0	1	-0.0503	-0.2138	1	-2.9605	2	1	0.0417	1.5177	1.7237
0.6528	2	2	-0.8044	0.6823	-1.207	0	1	-0.2947	2	2	1.1258	1	2	2.0446	0	-1.7875	-0.1813	0.0219	1.674	1.6823	1.796	-2.0212	-0.5383	1.9176	1.9054	1	1	1	2	-0.0699	1.5617	0	1.4903	2	2.4339	1.0093	-6.6155	1	-1.7306	1	2	0	-4.1529	0	4.4149	2	-0.2737	2	-1.5426	1	0	2	1	3.8318	2	0	-5.5424	-1.5751	1.5963	1	0	-3.218	0.8652	0	0	2	-2.4182	1	2	1	0	1	2	0	1.035	2	-0.0874	1	0	1.0846	-1.1628	-2.9186	4.752	-1.7536	0	1.6543	-4.8649	2	1	1	1.079	0.3625	2	0.8166	0	2	3.0329	-5.9989	3.6297
1.2977	1	2	-0.6207	-0.0585	-1.0755	0	1	1.4462	2	0	0.3127	2	0	0.8192	0	0.9983	0.8148	0.0661	0.7863	0.027	0.4425	2.0687	-2.9132	0.243	2.178	1	2	0	1	-3.0022	-2.241	0	5.3855	0	0.3855	1.1197	-4.7252	0	1.6318	2	0	1	0.5903	1	3.4708	1	0.6136	2	-2.4522	1	0	2	1	-0.1038	0	2	-0.1849	1.7361	0.0736	2	2	-1.5137	1.8623	1	0	0	0.172	0	1	0	1	1	2	1	-0.4401	1	0.8694	0	1	0.4663	-2.4642	3.1059	1.0484	0.2963	1	0.9888	-2.8921	0	1	2	-1.6883	2.8684	2	-6.8197	0	1	2.9469	-2.8983	-0.3752
-1.5235	1	0	-0.8376	0.4979	0.1911	0	1	0.9391	0	1	-0.764	1	1	-0.1961	2	1.2211	0.7027	-0.2031	-1.579	0.0877	-3.8732	-0.1244	2.0509	-0.9916	0.0192	0	1	0	1	-2.2874	2.8625	2	-0.6459	0	-2.3804	3.4867	-0.2373	2	-1.5476	1	2	0	-0.2487	1	-0.9463	1	1.9313	2	0.9504	1	1	2	2	-2.9587	2	2	1.8221	1.0792	2.707	0	0	1.7179	-2.5801	1	2	0	1.5787	0	2	2	1	2	1	0	-1.3135	1	-0.5087	2	0	0.7603	3.1373	2.5754	-1.5334	-3.6087	1	2.0986	-8.4886	2	2	0	2.3972	-2.868	0	-0.9308	2	0	-0.1602	1.4932	-2.7836
1.4929	1	1	0.6283	-0.3038	0.3567	0	0	-0.7089	1	0	0.1375	0	0	0.5028	0	-2.1028	0.3179	1.2104	-0.4836	0.7848	1.8119	0.0347	-1.5073	0.2837	1.4609	1	0	1	0	-2.2125	-0.2661	1	1.2874	2	-2.7295	-1.7238	0.8103	0	0.4986	2	2	0	1.4619	0	0.9274	0	0.6496	0	0.6963	1	0	0	2	-0.3031	0	1	3.1122	-1.5937	1.2581	1	1	-3.5829	2.2591	2	0	2	2.898	1	0	1	0	1	2	2	-2.7933	0	-6.3817	1	0	1.2187	-1.2214	4.4338	0.5685	1.9401	2	0.1437	-4.995	0	2	2	8.301	-0.9081	1	-1.7388	1	1	-2.2034	-3.1538	-1.5022
0.1549	1	0	0.1158	-1.6714	-1.4218	1	0	1.0396	1	2	-0.3695	2	2	2.2815	2	-1.9564	2.1021	-0.5671	-0.0433	-2.8471	0.5091	-0.061	1.5595	-1.0081	1.401	2	1	2	1	-3.7544	2.6625	2	2.4855	1	-1.6713	0.5482	0.7842	1	4.5601	2	0	0	-0.1672	1	1.0382	2	1.0872	2	1.2131	2	1	1	2	-2.0669	2	2	4.1217	-0.53	1.4664	1	0	0.4725	6.4809	0	1	2	0.0707	2	1	0	1	2	0	0	0.3567	2	-0.2388	0	1	1.1889	-1.8416	4.4348	-2.0444	-2.994	2	1.7253	-3.958	1	0	2	-2.1322	0.608	2	-1.0888	2	0	0.2781	0.1223	1.3281
-0.7678	1	0	-0.6002	-0.3806	-1.6248	2	2	0.2589	2	1	0.2398	0	2	0.9086	0	-0.6994	0.918	0.0318	3.1621	-0.6861	2.3841	-1.4068	2.0669	-0.2287	2.5747	0	1	2	2	-0.5748	-0.1175	2	0.8695	0	-0.3964	0.7165	-0.0245	0	2.4778	1	1	0	-0.5184	2	-0.1932	2	2.8494	1	1.483	1	0	2	1	-2.3875	2	0	-2.8758	-1.9445	4.0396	1	2	-0.7323	1.4894	1	1	2	-3.1229	1	1	0	0	2	2	0	0.0227	0	1.1135	0	2	2.1531	-3.7489	-1.9603	2.8108	-0.3179	2	-0.9491	-0.4626	0	0	1	0.8177	0.627	2	-2.7096	0	2	0.0472	-0.9553	-2.6342
-2.4562	1	0	0.1302	0.5709	-1.7372	0	1	-1.5145	1	0	-2.7672	0	0	-0.4669	1	3.0602	3.5981	2.4652	-3.4253	-7.1418	-2.9447	-0.6187	4.2097	-5.7382	-1.8659	1	1	1	1	1.4439	4.259	1	-2.0463	1	0.5553	6.2943	3.1639	2	2.9582	0	2	0	2.1659	1	-0.6238	1	2.5689	1	-0.1847	1	2	0	2	-4.5941	2	2	9.3846	2.051	2.2952	0	2	2.7215	-0.7436	0	0	1	2.4894	2	2	2	1	1	1	1	-1.295	2	2.6366	2	1	4.8068	-1.6194	-2.7412	-0.4464	-3.8804	2	3.4601	-12.6446	2	2	2	-3.8884	-0.3737	1	-0.0665	0	2	2.2446	-6.0049	1.044
1.5779	0	1	0.2646	-0.1099	-0.9888	0	2	0.3236	1	1	1.06	0	0	1.8325	0	-2.814	0.2609	0.7861	1.4139	-3.7531	1.1304	-0.1343	-2.3778	-2.1901	1.2381	0	0	0	2	0.7568	1.8522	2	-0.5871	2	-1.6993	6.5271	-2.0806	1	1.6825	0	2	0	0.6796	2	-0.8672	2	0.752	1	1.0004	1	2	0	0	-0.5453	0	2	2.5652	0.3076	-0.1566	2	0	-4.8297	3.6691	0	0	1	-2.7702	0	0	0	0	2	0	0	-1.8448	2	-2.1322	0	2	5.1961	1.0803	-1.9273	2.2398	-5.2288	1	0.2452	-2.4016	2	0	0	1.0248	-2.7036	1	-5.9148	0	0	2.5535	0.6076	0.8608
0.8919	1	0	0.9254	1.1493	-0.5066	0	2	2.0452	2	1	0.0294	0	2	2.1434	0	-2.385	-0.4915	1.6224	-1.737	1.6115	-4.1496	0.5205	0.4564	1.9755	1.3885	0	1	0	1	-3.4892	1.1373	0	2.1156	2	0.0937	-0.8594	-1.1254	2	-0.3252	2	1	0	0.9381	1	0.3897	1	-2.1448	0	-0.9138	0	2	2	1	3.7448	2	0	0.1757	-1.7638	-3.4841	1	0	1.2773	0.8309	0	1	0	1.5865	2	2	1	2	1	0	0	-1.8534	2	-2.5173	2	2	-1.8263	-0.9932	2.2872	-1.3222	1.5841	1	-4.9878	3.9523	1	2	1	-2.0694	-5.1862	2	-4.1834	2	1	2.5754	-0.2315	-0.5491
-1.8782	1	0	-1.5118	-1.2398	-1.0766	1	2	-0.4656	2	2	-1.1271	1	0	1.3067	0	0.9036	2.2044	1.2154	-1.9254	-5.8029	-3.7074	-0.3466	2.9973	-3.9023	1.6187	2	1	0	1	-0.485	-0.5846	2	1.5588	1	0.4211	1.0696	2.7266	0	-0.8628	1	0	2	-1.4585	1	-0.1343	1	0.7271	1	0.8483	1	2	0	1	-7.6468	2	2	5.1415	-0.368	-0.4981	0	0	1.0269	-4.2041	2	2	1	3.0306	2	2	0	2	0	2	2	-0.5492	0	2.4784	2	0	3.9051	0.6787	2.1821	-7.1088	-2.7224	1	1.948	-6.9742	2	1	0	-0.2821	2.2729	2	-2.4848	2	0	-1.3318	0.2328	3.0187
0.3036	1	0	0.4981	0.5855	-0.5743	1	1	-0.8312	2	0	-0.1546	2	0	-1.7868	0	0.6669	-1.2421	2.1762	3.0769	2.0178	3.0037	-0.0906	-0.0999	1.6561	0.1206	2	1	1	1	-1.5803	2.0435	0	0.4426	2	0.5341	-0.3016	-1.2276	2	1.7233	2	2	2	-0.7458	0	-2.248	2	2.1812	2	1.0506	2	1	2	2	-1.0345	2	0	-6.7138	-3.5096	1.8171	1	1	2.0114	0.0562	2	1	0	-2.5494	1	1	1	1	0	2	0	1.7656	0	-0.1139	0	1	-1.658	-0.5455	0.9621	2.9672	-1.1492	0	2.1937	1.843	0	2	1	2.1206	3.6859	1	4.6764	0	2	1.0883	3.9637	-1.8299
-0.7161	0	0	-3.1498	-2.5639	0.9318	1	0	0.1927	2	2	2.6984	2	2	1.9765	2	-0.4338	-3.8213	1.8242	1.5307	5.5362	0.3189	-0.9916	3.1482	5.8585	0.1681	1	1	2	2	0.4445	3.0544	1	-1.6501	0	0.6338	-6.4554	3.3606	0	-0.8804	1	1	0	-3.6913	0	-1.4971	2	-0.9983	1	1.5156	0	1	0	1	2.2606	2	0	-8.1433	3.0505	-2.1462	2	2	1.2301	2.1233	0	1	0	-1.3678	1	2	2	1	0	1	0	-0.5002	1	-0.2251	1	0	-7.6397	-0.2837	1.3311	3.1814	3.1309	0	-0.2947	2.9551	1	2	2	-2.4991	-2.4248	0	0.7963	1	2	-3.8644	4.3828	-2.5597
0.5025	0	1	-2.58	1.943	-0.5269	1	0	0.7309	0	0	-1.2701	0	0	0.251	1	2.488	-1.1316	-1.1127	-4.589	0.1757	-4.9526	-0.1572	-0.5666	-0.2622	1.0966	2	1	2	0	-1.0089	2.1645	0	1.1502	2	1.9122	1.7433	-3.1472	1	0.3096	2	2	0	-1.8101	1	2.1148	0	-1.1303	0	1.3702	1	0	2	1	-1.1253	2	0	1.8573	2.8301	-0.3482	0	2	-1.036	-0.6362	1	0	2	5.0696	2	2	1	0	0	0	2	-1.1723	1	1.9603	2	0	-0.3504	2.8706	1.943	-7.6795	-0.522	0	0.7716	-6.5242	2	0	2	-0.8827	-0.509	2	-8.0986	2	0	1.7364	-1.4168	1.608
0.2537	1	0	1.2925	-0.2603	0.9012	1	1	-1.3966	1	0	-2.5933	2	1	1.3129	0	-2.0476	1.0246	-2.3926	-2.4794	-1.3192	-4.8242	0.0989	0.7852	-0.6899	1.4383	1	0	1	0	-2.8616	0.8923	2	2.8997	1	1.4481	3.9342	2.7349	0	-1.3267	2	0	0	0.2804	1	0.2384	1	0.6298	2	-2.1881	1	0	1	0	-1.6578	1	2	0.2036	1.2752	-0.8362	0	2	0.4045	-1.7301	2	2	0	2.6575	2	2	0	1	0	2	2	0.4005	0	-2.7113	0	0	2.8597	0.8589	-1.41	-1.1071	-3.7603	2	0.7732	-5.5776	2	2	2	1.6395	-6.3749	1	-0.9014	2	0	-0.3378	-1.8801	0.0001
-0.1968	1	0	-0.8056	3.1319	0.4086	0	1	0.2161	2	0	1.0691	2	0	-0.0759	2	0.0441	-0.8906	1.0125	1.834	1.703	3.5193	2.7695	-0.1616	-0.8206	-3.1449	0	0	0	1	1.9356	-0.734	2	-0.197	2	1.7502	0.5533	-0.6646	2	1.8507	0	2	2	-0.8396	0	1.6609	2	-1.293	1	-1.5317	1	2	0	1	0.1229	0	0	-5.0404	-0.4041	-1.6668	2	2	0.346	2.3194	2	1	2	-1.7592	0	1	0	1	1	2	2	0.651	0	-0.19	0	1	-1.5144	-2.2327	-0.5675	6.817	0.1104	0	0.7408	5.2318	0	2	0	2.7874	4.1699	0	-1.0054	0	2	4.0203	-1.2724	1.3304
-0.0128	0	2	0.9173	1.0585	-0.0853	0	2	0.3801	1	2	-2.0447	0	0	-2.0645	0	1.0864	2.6419	-1.8597	-1.2897	-3.6444	-2.65	0.2071	-3.1882	-3.1823	2.9429	0	1	2	1	-3.4787	4.2662	0	1.8651	2	0.6157	4.7276	-4.4015	1	0.7384	2	0	0	0.2906	1	2.1446	1	2.6035	2	1.8551	1	0	0	2	-0.2026	0	2	2.971	-0.734	1.6364	1	2	-4.0489	-0.3042	2	2	2	-0.1448	0	2	1	0	2	2	1	-0.663	0	1.2744	0	0	6.0838	-2.4505	0.1163	-1.0857	-2.8883	1	1.2744	-9.967	2	0	2	-1.6119	-1.4069	2	-9.0861	2	1	1.3532	-1.2666	2.6127
1.4528	1	1	-0.0176	-1.0249	-1.3238	2	1	0.3511	1	0	0.5327	1	0	-0.4689	2	1.391	0.7737	2.164	2.803	-0.4979	5.4023	-1.4313	-2.7575	0.1795	2.1178	0	0	1	2	-2.0131	-0.936	2	1.4578	1	-0.9204	2.5119	-5.0217	1	0.0104	2	0	1	1.5301	0	0.3678	2	1.8307	0	2.219	1	2	0	1	0.5477	0	0	-0.968	0.5634	1.1196	2	1	-2.0793	-2.3684	2	0	0	-2.1601	1	1	0	0	2	1	0	0.5141	0	3.4583	1	1	1.8564	1.3169	2.7987	4.4888	-3.9812	2	2.6259	-3.1723	2	0	0	-2.5498	4.3701	0	0.9581	0	2	1.5367	-1.3732	-4.0932
0.1148	2	0	0.4052	-1.4616	-2.7033	1	0	-1.5609	0	0	-0.1969	1	1	1.3462	1	0.3357	1.0707	-1.4461	-0.0364	-1.0771	-0.3576	-1.9422	0.7974	-1.3056	1.4532	2	1	1	2	-2.001	1.184	2	2.0986	1	-0.9705	-0.2223	-1.5309	0	1.3809	1	1	0	-0.9494	1	-2.0166	2	-1.9461	2	-2.0201	1	0	0	0	-2.4053	2	0	-0.3903	2.9316	-3.1365	2	0	-1.4303	0.4984	0	0	0	0.1991	2	1	0	1	0	2	0	0.9712	2	-0.6528	2	0	2.3525	-1.3394	3.8811	-0.9278	-0.3816	2	0.5135	-1.1107	2	0	1	-1.7018	2.5937	1	-1.3398	2	2	1.3713	5.0893	1.0989
0.6875	2	1	-0.9603	-0.1505	-1.9088	0	2	0.3288	2	1	3.0255	2	1	-0.2198	0	0.8888	-3.0864	1.3094	1.5505	3.5524	1.1157	-0.2085	-1.3421	1.8534	-2.2546	0	0	2	1	3.0738	-1.291	1	-0.9214	1	-0.9438	-2.8411	1.1499	0	1.2985	0	0	0	-0.8817	0	2.685	1	-1.2619	1	0.4602	2	2	2	2	4.4688	0	0	-5.7856	1.3557	-3.0084	0	1	-1.003	1.4068	1	1	1	-1.1465	0	1	2	2	0	2	0	3.9821	1	3.0851	0	2	-2.9619	0.3637	0.3958	0.8541	1.148	0	-2.9539	8.3003	1	0	0	-4.8963	3.2462	0	-2.3625	1	2	2.5787	0.1401	3.3155
-0.4385	0	0	-0.8874	-1.789	0.3401	2	0	0.8319	1	0	1.3099	1	2	2.9882	1	-2.9793	-1.4888	-0.0911	-0.1034	0.1131	0.3709	2.4987	2.3317	-0.2891	2.8613	2	1	0	1	-2.7451	2.7787	2	2.8208	0	-0.2837	0.5132	1.6559	1	0.8721	2	1	0	-1.1158	1	-0.3326	2	-0.8292	0	1.5855	0	2	0	1	-2.4366	2	0	0.212	3.4535	-3.4963	2	1	1.083	2.6724	0	1	2	-0.4082	1	2	1	2	0	2	0	-1.2429	1	-4.7435	0	0	0.6467	2.2399	-0.0746	2.5103	0.6217	2	-1.8531	1.349	2	1	0	7.1713	-4.3476	1	0.7704	0	0	-2.8279	0.8477	2.6116
-0.2783	0	0	-2.3461	1.5563	0.051	0	2	1.0973	2	0	-0.5328	0	1	1.5364	1	0.2878	2.2767	2.0219	-1.9382	-4.2162	-0.9341	0.8122	1.6651	-3.7836	-1.2197	0	1	0	1	-0.5355	0.0938	2	-3.3699	2	-0.9768	3.6031	0.1184	2	-0.7885	1	2	0	-0.2047	2	1.1182	1	-0.0659	0	-0.4227	1	2	0	1	-5.7122	2	2	6.4177	-0.7958	2.8365	1	1	2.4514	-2.8532	0	2	2	-1.2476	0	2	2	2	2	1	1	-2.4343	2	0.058	2	2	5.2666	0.9866	-3.9033	-0.7656	-0.5011	1	-1.0876	-0.5509	2	2	1	-0.0903	-0.1717	2	0.438	2	0	2.6391	-2.2667	0.2181
-2.0102	0	0	-0.7368	1.6115	0.302	0	2	-0.0853	1	0	-0.8664	0	0	-0.438	0	-2.4222	1.8161	1.8045	-0.908	-2.6806	0.1828	-0.8187	3.7827	-1.6864	0.3921	0	2	1	0	-1.5776	1.3458	2	-0.9354	2	-1.1586	1.293	6.3919	2	-1.1421	2	1	0	-0.3835	2	0.4167	2	-0.7909	1	-0.8492	2	1	0	1	-0.5043	2	2	4.2235	-1.8192	-2.1455	0	2	4.1275	1.0992	2	1	1	-0.814	2	2	0	1	1	2	1	-0.4124	0	-3.0925	1	0	-1.6629	1.6757	0.5573	-4.8191	0.5915	2	-1.4387	-2.4235	1	1	0	-0.5383	-4.7029	0	6.1548	2	0	2.1528	0.5654	-0.1225
-0.2617	2	2	-0.7275	0.7318	0.0119	1	2	-0.0257	1	2	-1.7833	2	2	-0.3609	1	1.7522	0.1572	-0.143	-1.2093	-0.7916	-0.178	0.1259	0.8939	-1.2776	-2.0955	1	2	2	1	1.6199	-0.8861	0	-1.9966	2	-0.2703	2.2651	1.1601	0	1.6065	0	2	1	-2.6846	1	-2.7246	1	-0.3064	1	-1.5012	1	2	0	1	-0.0713	1	2	1.1341	0.2516	0.6067	1	2	-0.0299	1.9873	2	2	2	-0.9333	1	2	1	0	1	1	0	0.7909	0	4.0756	0	0	1.9722	0.2018	-1.2793	-1.6741	-3.0543	0	1.9539	1.5289	0	2	2	-2.1164	3.3507	1	0.9205	2	1	0.544	3.7808	3.7162
0.5993	0	0	0.6585	-0.6211	-0.5476	1	2	0.9823	1	2	0.1746	0	0	-0.429	1	-2.0128	-0.4879	-3.9144	-0.5684	-0.0395	1.0726	-0.8592	-1.5598	2.0381	-0.8908	2	1	2	0	-0.3901	2.8443	2	-2.9541	0	-0.3827	2.6725	-2.2374	0	2.5578	1	1	0	-0.3027	2	-3.5493	0	-0.6619	1	0.0651	1	0	0	2	1.4727	0	1	2.2371	-4.0595	-1.0971	1	0	-2.5623	5.9444	2	2	2	1.8938	1	2	1	0	1	1	0	0.2036	0	-2.6271	0	2	1.2992	-0.4654	2.8488	-1.3842	-5.1771	0	-0.7929	3.5924	0	0	0	3.8721	-0.8209	1	-4.7475	2	0	1.6726	3.6967	1.0933
1.0944	0	1	-0.3742	1.2267	2.1741	2	1	1.0685	2	1	0.2046	0	0	-0.2149	2	1.2051	-2.1743	-1.6872	-0.9118	3.1986	-1.0089	1.0422	-0.6306	3.4442	0.1271	0	2	0	2	2.5818	-0.2078	2	-0.245	2	1.1949	-0.4935	1.0779	0	0.6785	0	2	1	-0.6845	2	-0.7102	2	0.2377	1	-1.5547	2	1	2	2	2.245	1	0	-1.2932	-3.9351	1.0252	1	2	-0.0985	2.8122	1	1	2	1.7315	2	2	2	1	2	1	1	-3.8126	1	1.9279	2	1	-1.4537	-0.1273	-0.0659	-2.5521	0.7636	0	-0.0613	-1.2097	1	1	0	-6.0984	0.0148	0	-3.2009	2	0	-1.5556	1.5499	2.4721
